"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8JIN7QD5","report","2019","Casavant, Ellen Pun; Dethlefsen, Les; Sankaran, Kris; Sprockett, Daniel; Holmes, Susan; Relman, David A; Elias, Joshua","Strategies for understanding dynamic, personalized profiles of host-derived proteins and microbes from human stool","","","","","http://biorxiv.org/lookup/doi/10.1101/551143","Measuring host proteins through noninvasive stool-based assays opens new avenues for characterizing states of gastrointestinal health. However, the extent to which these proteins vary over time and between healthy subjects is poorly characterized. Here, we characterize technical and biological sources of variability in mass spectrometry-based measurements of host proteins in stool. We identify the proteins that most vary over time within an individual, and among different individuals. Finally, we examine and compare temporal and inter-individual variation in host protein and bacterial taxonomic profiles of the same fecal specimens. To address these issues, five self-reported healthy individuals were each sampled eight times over four weeks. First, we demonstrate that mass spectrometry-based identification and label-free quantification of stool proteins exhibit non-significant variability (p>0.05) between both technical and preparative replicates for a subset of 78 proteins, supporting the utility of this method for biomarker measurement. Second, although 13 human stool proteins varied significantly in relative abundance over time within individuals, 58 proteins varied significantly (at least four-fold) between subjects. The average pair-wise difference between individuals was greater than the average within-subject difference for both the proteome and microbiome datasets (p<0.0001). Fecal host proteins, like the traditional fecal protein marker, calprotectin, unambiguously pointed to innate and adaptive immune responses. For example, one subject’s fecal protein profile suggested a sub-clinical inflammatory state. From these data, we conclude that host-centric protein measurements in stool reveal a wide range of variation during states of apparent health, and add a valuable complementary insight into host-microbiota relationships.","2019-02-15","2019-10-30 10:15:45","2019-10-30 12:30:38","2019-10-30 10:15:45","","","","","","","","","","","","Molecular Biology","","en","","preprint","","","DOI.org (Crossref)","","DOI: 10.1101/551143 Citation Key Alias: CasavantStrategiesunderstandingdynamic2019a","","/home/eror/Zotero/storage/IPSHJMNX/Casavant et al_2019_Strategies for understanding dynamic, personalized profiles of host-derived.pdf","","human","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VFSFHXB3","report","2019","Weinstein, Michael M.; Prem, Aishani; Jin, Mingda; Tang, Shuiquan; Bhasin, Jeffrey M.","FIGARO: An efficient and objective tool for optimizing microbiome rRNA gene trimming parameters","","","","","http://biorxiv.org/lookup/doi/10.1101/610394","ABSTRACT                        Summary             Microbiome studies continue to provide tremendous insight into the importance of microorganism populations to the macroscopic world. High-throughput DNA sequencing technology (i.e., Next-generation Sequencing) has enabled the cost-effective, rapid assessment of microbial populations when combined with bioinformatic tools capable of identifying microbial taxa and calculating the diversity and composition of biological and environmental samples. Ribosomal RNA gene sequencing, where 16S and 18S rRNA gene sequences are used to identify prokaryotic and eukaryotic species, respectively, is one of the most widely-used techniques currently employed in microbiome analysis. Prior to bioinformatic analysis of these sequences, trimming parameters must be set so that post-trimming sequence information is maximized while expected errors in the sequences themselves are minimized. In this application note, we present FIGARO: a Python–based application designed to maximize read retention after trimming and filtering for quality. FIGARO was designed specifically to increase reproducibility and minimize trial-and-error in trimming parameter selection for a DADA2–based pipeline and will likely be useful for optimizing trimming parameters and minimizing sequence errors in other pipelines as well where paired-end overlap is required.                                   Availability and implementation                            The FIGARO application is freely available as source code at               https://github.com/Zymo-Research/figaro               .","2019-04-16","2019-10-30 10:16:03","2019-10-30 12:23:19","2019-10-30 10:16:03","","","","","","","FIGARO","","","","","Bioinformatics","","en","","preprint","","","DOI.org (Crossref)","","DOI: 10.1101/610394 Citation Key Alias: WeinsteinFIGAROefficientobjective2019a","","/home/eror/Zotero/storage/A7M9ZML5/Weinstein et al_2019_FIGARO.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9DF36JBM","report","2019","Richardson, Miles; Gottel, Neil; Gilbert, Jack A; Lax, Simon","Microbial Similarity Between Students in a Common Dormitory Environment Reveals the Forensic Potential of Individual Microbial Signatures","","","","","http://biorxiv.org/lookup/doi/10.1101/620948","Abstract           The microbiota of the built environment is an amalgamation of both human and environmental sources. While human sources have been examined within single-family households or in public environments, it is unclear what effect a large number of cohabitating people have on the microbial communities of their shared environment. We sampled the public and private spaces of a college dormitory, disentangling individual microbial signatures and their impact on the microbiota of common spaces. We compared multiple methods for marker gene sequence clustering, and found that Minimum Entropy Decomposition (MED) was best able to distinguish between the microbial signatures of different individuals, and was able to uncover more discriminative taxa across all taxonomic groups. Further, weighted UniFrac- and random forest-based graph analyses uncovered two distinct spheres of hand or shoe associated samples. For hand-associated samples, connection between cliques was enriched for hands, implicating them as a primary means of transmission. By contrast, shoe-associated samples were found to be freely interacting, with individual shoes more connected to each other than to the floors they interact with. Individual interactions were highly dynamic, with groups of samples originating from individuals clustering freely with other individuals, while all floor and shoe samples consistently clustered together.                        Importance             Humans leave behind a microbial trail, regardless of intention. This may allow for the identification of individuals based on the ‘microbial signatures’ they shed in built environments. In a shared living environment, these trails intersect, and through interaction with common surfaces may become homogenized, potentially confounding our ability to link individuals to their associated microbiota. We sought to understand the factors that influence the mixing of individual signatures, and how best to process sequencing data to best tease apart these signatures.","2019-04-28","2019-10-30 10:16:05","2019-10-30 12:23:13","2019-10-30 10:16:05","","","","","","","","","","","","Ecology","","en","","preprint","","","DOI.org (Crossref)","","DOI: 10.1101/620948 Citation Key Alias: RichardsonMicrobialSimilarityStudents2019a","","/home/eror/Zotero/storage/KAPL9MB3/Richardson et al_2019_Microbial Similarity Between Students in a Common Dormitory Environment Reveals.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GTJP9GF8","report","2019","Ni, Yan; Yu, Gang; Chen, Huan; Deng, Yongqiong; Wells, Philippa M; Steves, Claire J; Ju, Feng; Fu, Junfeng","M2IA: a Web Server for Microbiome and Metabolome Integrative Analysis","","","","","http://biorxiv.org/lookup/doi/10.1101/678813","Background: In the last decade, integrative studies of microbiome and metabolome have experienced exponential growth in understanding their impact on human health and diseases. However, analyzing the resulting multi-omics data and their correlations remains a significant challenge in current studies due to the lack of a comprehensive computational tool to facilitate data integration and interpretation. In this study, we have developed a microbiome and metabolome integrative analysis pipeline (M2IA) to meet the urgent needs for tools that effectively integrate microbiome and metabolome data to derive biological insights. Results: M2IA streamlines the integrative data analysis between metabolome and microbiome, including both univariate analysis and multivariate modeling methods. KEGG-based functional analysis of microbiome and metabolome are provided to explore their biological interactions within specific metabolic pathways. The functionality of M2IA was demonstrated using TwinsUK cohort data with 1116 fecal metabolites and 16s rRNA microbiome from 786 individuals. As a result, we identified two important pathways, i.e., the benzoate degradation and phosphotransferase system, were closely associated with obesity from both metabolome and microbiome. Conclusions: M2IA is a public available web server (http://m2ia.met-bioinformatics.cn) with the capability to investigate the complex interplay between microbiome and metabolome, and help users to develop mechanistic hypothesis for nutritional and personalized therapies of diseases. Keywords: M2IA, microbiome and metabolome correlation, data integration, network analysis, metabolic function","2019-06-21","2019-10-30 10:16:34","2019-10-30 12:22:59","2019-10-30 10:16:34","","","","","","","M2IA","","","","","Bioinformatics","","en","","preprint","","","DOI.org (Crossref)","","DOI: 10.1101/678813 Citation Key Alias: NiM2IAWebServer2019a","","/home/eror/Zotero/storage/IQX2ILI5/Ni et al_2019_M2IA.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UATYEBZQ","journalArticle","2012","Kong, H. H.; Oh, J.; Deming, C.; Conlan, S.; Grice, E. A.; Beatson, M. A.; Nomicos, E.; Polley, E. C.; Komarow, H. D.; NISC Comparative Sequence Program; Murray, P. R.; Turner, M. L.; Segre, J. A.","Temporal shifts in the skin microbiome associated with disease flares and treatment in children with atopic dermatitis","Genome Research","","1088-9051","10.1101/gr.131029.111","http://genome.cshlp.org/cgi/doi/10.1101/gr.131029.111","","2012-05-01","2019-10-30 10:16:47","2019-10-30 10:16:47","2019-10-30 10:16:47","850-859","","5","22","","Genome Research","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/U8RWJEJ9/Kong et al_2012_Temporal shifts in the skin microbiome associated with disease flares and.pdf","","human","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GE4HDZCM","conferencePaper","1998","Broder, A.Z.","On the resemblance and containment of documents","Proceedings. Compression and Complexity of SEQUENCES 1997 (Cat. No.97TB100171)","978-0-8186-8132-5","","10.1109/SEQUEN.1997.666900","http://ieeexplore.ieee.org/document/666900/","","1998","2019-10-30 10:16:55","2019-10-30 10:16:55","2019-10-30 10:16:55","21-29","","","","","","","","","","","IEEE Comput. Soc","Salerno, Italy","","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/25ICT83L/Broder_1998_On the resemblance and containment of documents.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Compression and Complexity of SEQUENCES 1997","","","","","","","","","","","","","","",""
"EST2A76J","journalArticle","2015","Wood, Stephen A.; Bradford, Mark A.; Gilbert, Jack A.; McGuire, Krista L.; Palm, Cheryl A.; Tully, Katherine L.; Zhou, Jizhong; Naeem, Shahid","Agricultural intensification and the functional capacity of soil microbes on smallholder African farms","Journal of Applied Ecology","","00218901","10.1111/1365-2664.12416","http://doi.wiley.com/10.1111/1365-2664.12416","","2015-06","2019-10-30 10:16:57","2019-10-30 10:16:57","2019-10-30 10:16:57","744-752","","3","52","","J Appl Ecol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/97BMN8PK/Wood et al_2015_Agricultural intensification and the functional capacity of soil microbes on.pdf","","","","Manning, Peter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66D9HRW7","journalArticle","2015","Schmidt, Thomas S. B.; Matias Rodrigues, João F.; von Mering, Christian","Limits to robustness and reproducibility in the demarcation of operational taxonomic units: Robustness and reproducibility in OTU demarcation","Environmental Microbiology","","14622912","10.1111/1462-2920.12610","http://doi.wiley.com/10.1111/1462-2920.12610","","2015-05","2019-10-30 10:16:58","2019-10-30 10:16:58","2019-10-30 10:16:58","1689-1706","","5","17","","Environ Microbiol","Limits to robustness and reproducibility in the demarcation of operational taxonomic units","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/LZFXVIEN/Schmidt et al_2015_Limits to robustness and reproducibility in the demarcation of operational.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5722KIPL","journalArticle","2015","Marzinelli, Ezequiel M.; Campbell, Alexandra H.; Zozaya Valdes, Enrique; Vergés, Adriana; Nielsen, Shaun; Wernberg, Thomas; de Bettignies, Thibaut; Bennett, Scott; Caporaso, J. Gregory; Thomas, Torsten; Steinberg, Peter D.","Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography: Host condition explains bacterial communities","Environmental Microbiology","","14622912","10.1111/1462-2920.12972","http://doi.wiley.com/10.1111/1462-2920.12972","","2015-10","2019-10-30 10:17:00","2019-10-30 10:17:00","2019-10-30 10:17:00","4078-4088","","10","17","","Environ Microbiol","Continental-scale variation in seaweed host-associated bacterial communities is a function of host condition, not geography","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/6XTYYERK/Marzinelli et al_2015_Continental-scale variation in seaweed host-associated bacterial communities is.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BY6TZ7E4","journalArticle","2016","O'Brien, Sarah L.; Gibbons, Sean M.; Owens, Sarah M.; Hampton-Marcell, Jarrad; Johnston, Eric R.; Jastrow, Julie D.; Gilbert, Jack A.; Meyer, Folker; Antonopoulos, Dionysios A.","Spatial scale drives patterns in soil bacterial diversity: Spatial scale drives soil diversity","Environmental Microbiology","","14622912","10.1111/1462-2920.13231","http://doi.wiley.com/10.1111/1462-2920.13231","","2016-06","2019-10-30 10:17:01","2019-10-30 10:17:01","2019-10-30 10:17:01","2039-2051","","6","18","","Environ Microbiol","Spatial scale drives patterns in soil bacterial diversity","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/TCHWA74S/O'Brien et al_2016_Spatial scale drives patterns in soil bacterial diversity.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K38E8XT4","journalArticle","2014","Bartram, Andrea K.; Jiang, Xingpeng; Lynch, Michael D.J.; Masella, Andre P.; Nicol, Graeme W.; Dushoff, Jonathan; Neufeld, Josh D.","Exploring links between pH and bacterial community composition in soils from the Craibstone Experimental Farm","FEMS Microbiology Ecology","","01686496","10.1111/1574-6941.12231","https://academic.oup.com/femsec/article-lookup/doi/10.1111/1574-6941.12231","","2014-02","2019-10-30 10:17:06","2019-10-30 10:17:06","2019-10-30 10:17:06","403-415","","2","87","","FEMS Microbiol Ecol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/D38G4N3W/Bartram et al_2014_Exploring links between pH and bacterial community composition in soils from.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GSYEWRUD","journalArticle","2016","Lohman, Brian K.; Weber, Jesse N.; Bolnick, Daniel I.","Evaluation of TagSeq, a reliable low-cost alternative for RNAseq","Molecular Ecology Resources","","1755098X","10.1111/1755-0998.12529","http://doi.wiley.com/10.1111/1755-0998.12529","","2016-11","2019-10-30 10:17:17","2019-10-30 10:17:17","2019-10-30 10:17:17","1315-1321","","6","16","","Mol Ecol Resour","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/DNHXRVVG/Lohman et al_2016_Evaluation of TagSeq, a reliable low-cost alternative for RNAseq.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NIZTQM8H","journalArticle","2015","Lipson, David A.; Raab, Theodore K.; Parker, Melanie; Kelley, Scott T.; Brislawn, Colin J.; Jansson, Janet","Changes in microbial communities along redox gradients in polygonized Arctic wet tundra soils: Soil microbial communities along a redox gradient","Environmental Microbiology Reports","","17582229","10.1111/1758-2229.12301","http://doi.wiley.com/10.1111/1758-2229.12301","","2015-08","2019-10-30 10:17:26","2019-10-30 10:17:26","2019-10-30 10:17:25","649-657","","4","7","","Environmental Microbiology Reports","Changes in microbial communities along redox gradients in polygonized Arctic wet tundra soils","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/DVGNG27X/Lipson et al_2015_Changes in microbial communities along redox gradients in polygonized Arctic.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZMVX9AGW","journalArticle","2016","Sartor, R. B.","Review article: the potential mechanisms of action of rifaximin in the management of inflammatory bowel diseases","Alimentary Pharmacology & Therapeutics","","02692813","10.1111/apt.13436","http://doi.wiley.com/10.1111/apt.13436","","2016-01","2019-10-30 10:17:31","2019-10-30 10:17:31","2019-10-30 10:17:31","27-36","","","43","","Aliment Pharmacol Ther","Review article","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/65AUNAJ3/Sartor_2016_Review article.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5XMUVPVV","journalArticle","2018","Zaidi, Asifa K.; Spaunhurst, Katrina; Sprockett, Daniel; Thomason, Yolandas; Mann, Margaret W.; Fu, Pingfu; Ammons, Christine; Gerstenblith, Meg; Tuttle, Marie S.; Popkin, Daniel L.","Characterization of the facial microbiome in twins discordant for rosacea","Experimental Dermatology","","09066705","10.1111/exd.13491","http://doi.wiley.com/10.1111/exd.13491","","2018-03","2019-10-30 10:17:32","2019-10-30 10:17:32","2019-10-30 10:17:32","295-298","","3","27","","Exp Dermatol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/73YWAC5U/Zaidi et al_2018_Characterization of the facial microbiome in twins discordant for rosacea.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UFHSLVLY","journalArticle","2014","Russell, J. A.; Brady, A. L.; Cardman, Z.; Slater, G. F.; Lim, D. S. S.; Biddle, J. F.","Prokaryote populations of extant microbialites along a depth gradient in Pavilion Lake, British Columbia, Canada","Geobiology","","14724677","10.1111/gbi.12082","http://doi.wiley.com/10.1111/gbi.12082","","2014-05","2019-10-30 10:17:42","2019-10-30 10:17:42","2019-10-30 10:17:42","250-264","","3","12","","Geobiology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/UC7FDLF8/Russell et al_2014_Prokaryote populations of extant microbialites along a depth gradient in.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8DHBS4BD","journalArticle","2009","Huang, J.; Wu, J.; Li, C.; Xiao, C.; Wang, G.","Specific and sensitive detection of <i>Ralstonia solanacearum</i> in soil with quantitative, real-time PCR assays","Journal of Applied Microbiology","","13645072, 13652672","10.1111/j.1365-2672.2009.04364.x","http://doi.wiley.com/10.1111/j.1365-2672.2009.04364.x","","2009-11","2019-10-30 10:17:45","2019-10-30 10:17:45","2019-10-30 10:17:45","1729-1739","","5","107","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/TAGVQZDI/Huang et al_2009_Specific and sensitive detection of iRalstonia solanacearum-i in soil with.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GTADZIGK","journalArticle","2007","Schmid, Markus C.; Risgaard-Petersen, Nils; van de Vossenberg, Jack; Kuypers, Marcel M. M.; Lavik, Gaute; Petersen, Jan; Hulth, Stefan; Thamdrup, Bo; Canfield, Don; Dalsgaard, Tage; Rysgaard, Søren; Sejr, Mikael K.; Strous, Marc; Op den Camp, Huub J. M.; Jetten, Mike S. M.","Anaerobic ammonium-oxidizing bacteria in marine environments: widespread occurrence but low diversity","Environmental Microbiology","","1462-2912, 1462-2920","10.1111/j.1462-2920.2007.01266.x","http://doi.wiley.com/10.1111/j.1462-2920.2007.01266.x","","2007-06","2019-10-30 10:17:47","2019-10-30 10:17:47","2019-10-30 10:17:46","1476-1484","","6","9","","Environ Microbiol","Anaerobic ammonium-oxidizing bacteria in marine environments","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/G6VCTIPB/Schmid et al_2007_Anaerobic ammonium-oxidizing bacteria in marine environments.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YLA8UZKA","journalArticle","2010","Huse, Susan M.; Welch, David Mark; Morrison, Hilary G.; Sogin, Mitchell L.","Ironing out the wrinkles in the rare biosphere through improved OTU clustering: Ironing out the wrinkles in the rare biosphere","Environmental Microbiology","","14622912, 14622920","10.1111/j.1462-2920.2010.02193.x","http://doi.wiley.com/10.1111/j.1462-2920.2010.02193.x","","2010-03-11","2019-10-30 10:17:47","2019-10-30 10:17:47","2019-10-30 10:17:47","1889-1898","","7","12","","","Ironing out the wrinkles in the rare biosphere through improved OTU clustering","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/B69KZA5Y/Huse et al_2010_Ironing out the wrinkles in the rare biosphere through improved OTU clustering.pdf","","ML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DRP8SWK3","journalArticle","2012","Xiong, Jinbo; Liu, Yongqin; Lin, Xiangui; Zhang, Huayong; Zeng, Jun; Hou, Juzhi; Yang, Yongping; Yao, Tandong; Knight, Rob; Chu, Haiyan","Geographic distance and pH drive bacterial distribution in alkaline lake sediments across Tibetan Plateau: Bacterial biogeography in alkaline sediments","Environmental Microbiology","","14622912","10.1111/j.1462-2920.2012.02799.x","http://doi.wiley.com/10.1111/j.1462-2920.2012.02799.x","","2012-09","2019-10-30 10:17:51","2019-10-30 10:17:51","2019-10-30 10:17:51","2457-2466","","9","14","","","Geographic distance and pH drive bacterial distribution in alkaline lake sediments across Tibetan Plateau","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/9MZRB5WK/Xiong et al_2012_Geographic distance and pH drive bacterial distribution in alkaline lake.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ECGY3J3H","journalArticle","1982","Aitchison, J.","The Statistical Analysis of Compositional Data","Journal of the Royal Statistical Society: Series B (Methodological)","","00359246","10.1111/j.2517-6161.1982.tb01195.x","http://doi.wiley.com/10.1111/j.2517-6161.1982.tb01195.x","","1982-01","2019-10-30 10:17:54","2019-10-30 10:17:54","2019-10-30 10:17:54","139-160","","2","44","","Journal of the Royal Statistical Society: Series B (Methodological)","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3TRETX6A","journalArticle","2014","Delsuc, Frédéric; Metcalf, Jessica L.; Wegener Parfrey, Laura; Song, Se Jin; González, Antonio; Knight, Rob","Convergence of gut microbiomes in myrmecophagous mammals","Molecular Ecology","","09621083","10.1111/mec.12501","http://doi.wiley.com/10.1111/mec.12501","","2014-03","2019-10-30 10:17:56","2019-10-30 10:17:56","2019-10-30 10:17:56","1301-1317","","6","23","","Mol Ecol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/3PZIBSRR/Delsuc et al_2014_Convergence of gut microbiomes in myrmecophagous mammals.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X6ISDQMH","journalArticle","2015","Sprockett, Daniel D.; Ammons, Christine G.; Tuttle, Marie S.","Use of 16S rRNA sequencing and quantitative PCR to correlate venous leg ulcer bacterial bioburden dynamics with wound expansion, antibiotic therapy, and healing","Wound Repair and Regeneration","","10671927","10.1111/wrr.12309","http://doi.wiley.com/10.1111/wrr.12309","","2015-09","2019-10-30 10:17:59","2019-10-30 10:17:59","2019-10-30 10:17:59","765-771","","5","23","","Wound Rep and Reg","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/PVD6Q438/Sprockett et al_2015_Use of 16S rRNA sequencing and quantitative PCR to correlate venous leg ulcer.pdf","","human","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4P2RMII4","journalArticle","2014","Lax, S.; Smith, D. P.; Hampton-Marcell, J.; Owens, S. M.; Handley, K. M.; Scott, N. M.; Gibbons, S. M.; Larsen, P.; Shogan, B. D.; Weiss, S.; Metcalf, J. L.; Ursell, L. K.; Vazquez-Baeza, Y.; Van Treuren, W.; Hasan, N. A.; Gibson, M. K.; Colwell, R.; Dantas, G.; Knight, R.; Gilbert, J. A.","Longitudinal analysis of microbial interaction between humans and the indoor environment","Science","","0036-8075, 1095-9203","10.1126/science.1254529","http://www.sciencemag.org/cgi/doi/10.1126/science.1254529","","2014-08-29","2019-10-30 10:18:02","2019-10-30 12:30:38","2019-10-30 10:18:02","1048-1052","","6200","345","","Science","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/KB7RYYVB/Lax et al_2014_Longitudinal analysis of microbial interaction between humans and the indoor.pdf","","human","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YS6BL9JU","journalArticle","2018","Routy, Bertrand; Le Chatelier, Emmanuelle; Derosa, Lisa; Duong, Connie P. M.; Alou, Maryam Tidjani; Daillère, Romain; Fluckiger, Aurélie; Messaoudene, Meriem; Rauber, Conrad; Roberti, Maria P.; Fidelle, Marine; Flament, Caroline; Poirier-Colame, Vichnou; Opolon, Paule; Klein, Christophe; Iribarren, Kristina; Mondragón, Laura; Jacquelot, Nicolas; Qu, Bo; Ferrere, Gladys; Clémenson, Céline; Mezquita, Laura; Masip, Jordi Remon; Naltet, Charles; Brosseau, Solenn; Kaderbhai, Coureche; Richard, Corentin; Rizvi, Hira; Levenez, Florence; Galleron, Nathalie; Quinquis, Benoit; Pons, Nicolas; Ryffel, Bernhard; Minard-Colin, Véronique; Gonin, Patrick; Soria, Jean-Charles; Deutsch, Eric; Loriot, Yohann; Ghiringhelli, François; Zalcman, Gérard; Goldwasser, François; Escudier, Bernard; Hellmann, Matthew D.; Eggermont, Alexander; Raoult, Didier; Albiges, Laurence; Kroemer, Guido; Zitvogel, Laurence","Gut microbiome influences efficacy of PD-1–based immunotherapy against epithelial tumors","Science","","0036-8075, 1095-9203","10.1126/science.aan3706","http://www.sciencemag.org/lookup/doi/10.1126/science.aan3706","Immune checkpoint inhibitors (ICIs) targeting the PD-1/PD-L1 axis induce sustained clinical responses in a sizable minority of cancer patients. We found that primary resistance to ICIs can be attributed to abnormal gut microbiome composition. Antibiotics inhibited the clinical benefit of ICIs in patients with advanced cancer. Fecal microbiota transplantation (FMT) from cancer patients who responded to ICIs into germ-free or antibiotic-treated mice ameliorated the antitumor effects of PD-1 blockade, whereas FMT from nonresponding patients failed to do so. Metagenomics of patient stool samples at diagnosis revealed correlations between clinical responses to ICIs and the relative abundance of               Akkermansia muciniphila               . Oral supplementation with               A. muciniphila               after FMT with nonresponder feces restored the efficacy of PD-1 blockade in an interleukin-12–dependent manner by increasing the recruitment of CCR9               +               CXCR3               +               CD4               +               T lymphocytes into mouse tumor beds.","2018-01-05","2019-10-30 10:18:05","2019-10-30 10:18:05","2019-10-30 10:18:05","91-97","","6371","359","","Science","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/eror/Zotero/storage/ARK5AMIY/Routy et al_2018_Gut microbiome influences efficacy of PD-1–based immunotherapy against.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
